investigation_id,transaction_id,fraud_prediction_id,investigation_status,investigation_priority,investigator_name,investigation_notes,investigation_result,created_at,resolved_at
INV000585,TXN032459,FRD032459,In Progress,High,Sara Madan,Medium-risk fraudulent transaction flagged for detailed review.,,2024-09-10 05:57:55,
INV000586,TXN032528,FRD032528,Closed,High,Yug Kalla,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-07-05 12:10:58,2025-07-07 12:10:58
INV000587,TXN032542,FRD032542,In Progress,High,Fiyaz Salvi,Medium-risk fraudulent transaction flagged for detailed review.,,2024-07-02 11:10:05,
INV000588,TXN032548,FRD032548,Resolved,Critical,Michael Keer,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-10-21 11:08:24,2024-10-24 11:08:24
INV000589,TXN032616,FRD032616,Closed,High,Neha Yogi,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-20 08:02:27,2024-10-26 08:02:27
INV000590,TXN032626,FRD032626,Resolved,Critical,Jasmit Shah,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-10-07 22:12:15,2024-10-10 22:12:15
INV000591,TXN032655,FRD032655,Resolved,High,Saksham Bhalla,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-09-28 07:48:00,2025-10-01 07:48:00
INV000592,TXN032698,FRD032698,Closed,High,Akshay Bawa,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-04-02 13:05:39,2025-04-07 13:05:39
INV000593,TXN032708,FRD032708,Resolved,Critical,Chavvi Narain,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-10-27 20:59:45,2024-10-28 20:59:45
INV000594,TXN032710,FRD032710,Closed,High,Vasana Sani,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-08-08 13:49:50,2025-08-14 13:49:50
INV000595,TXN032798,FRD032798,Open,Critical,Pallavi Shankar,High-risk fraudulent transaction requires immediate investigation.,,2024-06-05 21:57:12,
INV000596,TXN032803,FRD032803,In Progress,Critical,Fiyaz Bahri,High-risk fraudulent transaction requires immediate investigation.,,2026-04-17 23:12:02,
INV000597,TXN032806,FRD032806,Closed,Critical,Alka Mangat,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-03-20 05:57:12,2026-03-23 05:57:12
INV000598,TXN032879,FRD032879,In Progress,High,Ucchal Biswas,Medium-risk fraudulent transaction flagged for detailed review.,,2026-04-04 05:15:21,
INV000599,TXN032911,FRD032911,In Progress,High,Ridhi Nayak,Medium-risk fraudulent transaction flagged for detailed review.,,2024-08-28 08:22:36,
INV000600,TXN032981,FRD032981,Open,High,Max Thaman,Medium-risk fraudulent transaction flagged for detailed review.,,2025-04-20 22:21:06,
INV000601,TXN033058,FRD033058,In Progress,High,Warda Yohannan,Medium-risk fraudulent transaction flagged for detailed review.,,2026-02-13 18:55:45,
INV000602,TXN033086,FRD033086,Resolved,High,Tara Sethi,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-07 04:29:20,2025-02-08 04:29:20
INV000603,TXN033087,FRD033087,Resolved,High,Rudra Korpal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-07-18 02:53:33,2024-07-21 02:53:33
INV000604,TXN033110,FRD033110,In Progress,Critical,Charvi Taneja,High-risk fraudulent transaction requires immediate investigation.,,2024-10-14 12:05:46,
INV000605,TXN033129,FRD033129,Resolved,High,Nitesh Kunda,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-04-08 07:45:16,2024-04-10 07:45:16
INV000606,TXN033132,FRD033132,Closed,High,Madhavi Baria,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-11-19 02:13:17,2024-11-25 02:13:17
INV000607,TXN033162,FRD033162,Resolved,Critical,Lavanya Rana,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-12-09 22:20:51,2025-12-12 22:20:51
INV000608,TXN033208,FRD033208,Resolved,High,Saksham Mukhopadhyay,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-07-23 16:38:12,2024-07-25 16:38:12
INV000609,TXN033320,FRD033320,Open,High,Praneel Kota,Medium-risk fraudulent transaction flagged for detailed review.,,2026-05-11 00:09:03,
INV000610,TXN033429,FRD033429,In Progress,Critical,Yashasvi Chander,High-risk fraudulent transaction requires immediate investigation.,,2024-03-21 04:09:56,
INV000611,TXN033485,FRD033485,Closed,High,Hiral Vaidya,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-07-28 05:54:36,2024-07-31 05:54:36
INV000612,TXN033511,FRD033511,Resolved,High,Matthew Datta,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-01-23 14:47:58,2024-01-28 14:47:58
INV000613,TXN033520,FRD033520,Resolved,High,Gabriel Sem,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-05-04 02:02:01,2024-05-05 02:02:01
INV000614,TXN033547,FRD033547,Closed,Critical,Ryan Narain,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-11-29 07:26:34,2024-12-06 07:26:34
INV000615,TXN033598,FRD033598,In Progress,High,Rachita Chaudry,Medium-risk fraudulent transaction flagged for detailed review.,,2025-08-25 16:05:10,
INV000616,TXN033620,FRD033620,In Progress,High,Mason Dani,Medium-risk fraudulent transaction flagged for detailed review.,,2025-06-01 15:05:13,
INV000617,TXN033656,FRD033656,Open,Critical,Dhriti Kala,High-risk fraudulent transaction requires immediate investigation.,,2025-04-18 21:13:34,
INV000618,TXN033727,FRD033727,Closed,High,Triya Nair,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-11-11 23:47:03,2024-11-12 23:47:03
INV000619,TXN033729,FRD033729,In Progress,High,Kashish Tiwari,Medium-risk fraudulent transaction flagged for detailed review.,,2025-07-15 00:46:01,
INV000620,TXN033774,FRD033774,Open,Critical,Imaran Dani,High-risk fraudulent transaction requires immediate investigation.,,2025-07-19 03:54:24,
INV000621,TXN033889,FRD033889,Closed,Critical,Yamini Singhal,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-07-14 04:23:22,2025-07-21 04:23:22
INV000622,TXN033931,FRD033931,In Progress,Critical,Xavier Kota,High-risk fraudulent transaction requires immediate investigation.,,2024-11-11 13:10:11,
INV000623,TXN033953,FRD033953,Open,Critical,Devansh Shanker,High-risk fraudulent transaction requires immediate investigation.,,2025-11-07 06:32:26,
INV000624,TXN033960,FRD033960,Closed,High,Tanay Nath,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-03-01 00:04:51,2025-03-06 00:04:51
INV000625,TXN034008,FRD034008,Closed,Critical,Amaira Mukherjee,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-02-20 15:43:58,2024-02-22 15:43:58
INV000626,TXN034034,FRD034034,Resolved,High,Chameli Kunda,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-02-25 17:20:18,2025-02-28 17:20:18
INV000627,TXN034041,FRD034041,Closed,High,Amara Yadav,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-08-06 07:35:30,2024-08-12 07:35:30
INV000628,TXN034104,FRD034104,Resolved,Critical,Neel Setty,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-01-24 17:28:25,2026-01-29 17:28:25
INV000629,TXN034108,FRD034108,Resolved,Critical,Tanish Deshmukh,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-03-21 16:55:16,2024-03-23 16:55:16
INV000630,TXN034165,FRD034165,Open,High,Baghyawati Bail,Medium-risk fraudulent transaction flagged for detailed review.,,2025-09-13 07:44:28,
INV000631,TXN034274,FRD034274,Closed,High,Rishi Dayal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-08-05 06:54:28,2024-08-09 06:54:28
INV000632,TXN034336,FRD034336,Open,High,Nandini Walla,Medium-risk fraudulent transaction flagged for detailed review.,,2024-05-06 21:25:54,
INV000633,TXN034396,FRD034396,In Progress,High,Kashish Mohanty,Medium-risk fraudulent transaction flagged for detailed review.,,2025-04-14 08:07:22,
INV000634,TXN034432,FRD034432,Resolved,High,Gautam Pal,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-04-14 09:17:19,2024-04-15 09:17:19
INV000635,TXN034486,FRD034486,Open,High,Deepa Khosla,Medium-risk fraudulent transaction flagged for detailed review.,,2024-08-07 02:14:39,
INV000636,TXN034509,FRD034509,Resolved,High,Ijaya Badami,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-16 20:35:19,2024-12-22 20:35:19
INV000637,TXN034567,FRD034567,In Progress,High,Madhavi Ahluwalia,Medium-risk fraudulent transaction flagged for detailed review.,,2024-10-08 13:32:11,
INV000638,TXN034587,FRD034587,Resolved,High,Ojasvi Chadha,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-07-25 19:58:09,2024-07-28 19:58:09
INV000639,TXN034597,FRD034597,Resolved,Critical,Utkarsh Shan,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-07-23 05:58:31,2025-07-25 05:58:31
INV000640,TXN034629,FRD034629,Resolved,High,Triveni Mittal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-08-03 05:06:17,2025-08-05 05:06:17
INV000641,TXN034641,FRD034641,Closed,High,Anirudh Pandit,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-12-09 05:30:28,2025-12-15 05:30:28
INV000642,TXN034659,FRD034659,Closed,Critical,Girish Chana,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-02-02 16:30:51,2024-02-06 16:30:51
INV000643,TXN034716,FRD034716,Resolved,High,Advay Gara,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-27 13:21:10,2025-01-03 13:21:10
INV000644,TXN034726,FRD034726,In Progress,High,Ekaraj Sarkar,Medium-risk fraudulent transaction flagged for detailed review.,,2024-09-22 15:13:14,
INV000645,TXN034895,FRD034895,Closed,High,Wyatt Ratta,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-17 08:42:16,2024-12-23 08:42:16
INV000646,TXN034963,FRD034963,Resolved,Critical,Saanvi Ratti,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-06-02 18:54:20,2025-06-03 18:54:20
INV000647,TXN034979,FRD034979,Closed,High,Arjun Agate,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-09-21 11:37:04,2025-09-25 11:37:04
INV000648,TXN034989,FRD034989,In Progress,Critical,Farhan Pandey,High-risk fraudulent transaction requires immediate investigation.,,2025-05-09 05:35:17,
INV000649,TXN034993,FRD034993,Open,High,Isaac Banerjee,Medium-risk fraudulent transaction flagged for detailed review.,,2024-10-18 07:22:53,
INV000650,TXN035012,FRD035012,Open,High,Zansi Rajan,Medium-risk fraudulent transaction flagged for detailed review.,,2025-10-21 19:53:58,
INV000651,TXN035022,FRD035022,Resolved,High,Ekaja Dhawan,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-04-24 00:22:32,2025-04-28 00:22:32
INV000652,TXN035070,FRD035070,Open,High,Yash Balay,Medium-risk fraudulent transaction flagged for detailed review.,,2026-03-21 18:19:43,
INV000653,TXN035097,FRD035097,In Progress,High,Karan Oommen,Medium-risk fraudulent transaction flagged for detailed review.,,2024-02-25 12:43:10,
INV000654,TXN035108,FRD035108,Open,Critical,Aishani Gaba,High-risk fraudulent transaction requires immediate investigation.,,2026-05-20 12:33:55,
INV000655,TXN035144,FRD035144,Closed,Critical,Mason Chhabra,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-04-18 15:35:00,2024-04-20 15:35:00
INV000656,TXN035158,FRD035158,In Progress,High,Lajita Singh,Medium-risk fraudulent transaction flagged for detailed review.,,2025-09-04 06:47:15,
INV000657,TXN035255,FRD035255,Resolved,High,Zansi Kuruvilla,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-05-26 19:24:11,2026-06-01 19:24:11
INV000658,TXN035313,FRD035313,Closed,High,Eiravati Choudhry,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-05-09 10:39:51,2024-05-10 10:39:51
INV000659,TXN035328,FRD035328,Resolved,High,Aadhya Sama,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-06-28 06:55:25,2026-06-30 06:55:25
INV000660,TXN035388,FRD035388,Resolved,High,Ishwar Mannan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-07-04 01:41:09,2025-07-07 01:41:09
INV000661,TXN035440,FRD035440,Resolved,High,Aarini Mallick,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-03-07 21:51:36,2025-03-13 21:51:36
INV000662,TXN035442,FRD035442,In Progress,Critical,Kiaan Savant,High-risk fraudulent transaction requires immediate investigation.,,2025-08-05 13:53:05,
INV000663,TXN035468,FRD035468,Closed,High,Elijah Bhatnagar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-05-31 22:48:37,2026-06-02 22:48:37
INV000664,TXN035495,FRD035495,Resolved,Critical,Ishani Mishra,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-05-09 00:40:36,2025-05-14 00:40:36
INV000665,TXN035546,FRD035546,Resolved,High,Hemangini Palla,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-02-21 08:21:24,2026-02-28 08:21:24
INV000666,TXN035582,FRD035582,Resolved,High,Faris Goyal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-10-07 11:13:11,2025-10-09 11:13:11
INV000667,TXN035610,FRD035610,Open,High,Vansha Gade,Medium-risk fraudulent transaction flagged for detailed review.,,2025-03-29 14:32:14,
INV000668,TXN035674,FRD035674,In Progress,High,Ikshita Rege,Medium-risk fraudulent transaction flagged for detailed review.,,2025-08-20 16:01:10,
INV000669,TXN035727,FRD035727,Resolved,High,Samarth Chada,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-07-10 03:07:47,2025-07-17 03:07:47
INV000670,TXN035768,FRD035768,Open,High,Xalak Shankar,Medium-risk fraudulent transaction flagged for detailed review.,,2025-02-12 06:54:26,
INV000671,TXN035770,FRD035770,Closed,High,Anusha Biswas,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-02-11 18:40:39,2026-02-12 18:40:39
INV000672,TXN035777,FRD035777,Closed,Critical,Ryan Yadav,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-11-23 15:44:37,2024-11-29 15:44:37
INV000673,TXN035836,FRD035836,Open,Critical,Ranbir Uppal,High-risk fraudulent transaction requires immediate investigation.,,2026-01-31 09:04:30,
INV000674,TXN035842,FRD035842,Resolved,High,Agastya Barad,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-21 06:43:32,2024-10-25 06:43:32
INV000675,TXN035897,FRD035897,In Progress,High,Urmi Manda,Medium-risk fraudulent transaction flagged for detailed review.,,2024-04-03 12:28:48,
INV000676,TXN035911,FRD035911,In Progress,High,Yashica Cherian,Medium-risk fraudulent transaction flagged for detailed review.,,2026-01-12 19:13:14,
INV000677,TXN035933,FRD035933,In Progress,High,Aarna Varty,Medium-risk fraudulent transaction flagged for detailed review.,,2024-10-25 14:01:11,
INV000678,TXN035983,FRD035983,Resolved,High,Dhruv Varma,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-05-26 19:23:15,2026-05-31 19:23:15
INV000679,TXN036005,FRD036005,In Progress,High,Amruta Bose,Medium-risk fraudulent transaction flagged for detailed review.,,2026-04-02 19:02:58,
INV000680,TXN036050,FRD036050,In Progress,Critical,Tanish Ganguly,High-risk fraudulent transaction requires immediate investigation.,,2025-09-20 09:28:56,
INV000681,TXN036073,FRD036073,Resolved,High,Azad Butala,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-06-23 06:56:09,2024-06-28 06:56:09
INV000682,TXN036087,FRD036087,In Progress,High,Brijesh Shankar,Medium-risk fraudulent transaction flagged for detailed review.,,2025-02-20 14:53:47,
INV000683,TXN036105,FRD036105,Resolved,Critical,Ubika Dugar,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-10-31 07:49:30,2025-11-02 07:49:30
INV000684,TXN036141,FRD036141,Closed,High,Imaran Luthra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-04-29 05:41:08,2026-04-30 05:41:08
INV000685,TXN036162,FRD036162,Open,High,Qabil Pal,Medium-risk fraudulent transaction flagged for detailed review.,,2025-05-21 11:26:01,
INV000686,TXN036198,FRD036198,Resolved,Critical,Qasim Rout,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-09-15 11:25:01,2024-09-21 11:25:01
INV000687,TXN036245,FRD036245,In Progress,Critical,Zarna Patla,High-risk fraudulent transaction requires immediate investigation.,,2024-02-23 06:01:56,
INV000688,TXN036323,FRD036323,Resolved,High,Jai Garg,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-08-28 09:09:50,2025-09-03 09:09:50
INV000689,TXN036327,FRD036327,In Progress,Critical,Frado Sem,High-risk fraudulent transaction requires immediate investigation.,,2026-01-17 21:18:57,
INV000690,TXN036342,FRD036342,Resolved,High,Chaman Luthra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-19 04:19:26,2024-12-26 04:19:26
